,address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
1201,"41/1 F Sarat Bose Road, Kolkata",Bhawanipur,Kolkata,89,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,"Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Wedding Services Facility|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Fax Machine|Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veranda|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Taxi Services|Board Room|Food Facility|Internet Access Free|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Family Room|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Metal Detectors|Paid Transfers|Pest Control Facility|Security at All Hotel Entrances|Smoke Detector",22.53306007,Bhawanipur,88.3530426,HTLGBO1000000795,Hotel Panasia Continental,Hotel,Kolkata,44,Luxury Room,46,3.9,West Bengal,800dec6aed383b02374e860a945a2b1c
1915,"Opposite Shivsagar lake, main Temple Road",Temple Road,Khajuraho,50,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Room service is available from 7 to 11 pm Check-in Time: 12:00 pm  ,  Check-out Time: 12:00 pm",Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Guide / Sightseeing Service,24.8508755,Temple Road,79.9232342,HTLGBO1000005782,Hotel Shanti,Hotel,Khajuraho,25,Delux A.C,2,1.6,Madhya Pradesh,0e01e7c678e9cbc63c4d7a28f4013f59
802,"Nagar Nigam Road Near Krishna Talkies,Jabalpur, India",Civil Line,Jabalpur,40,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Taxi Services|Food Facility|RO Water Purification System|Room Service,23.16516484,Civil Line,79.93383006,HTLGBO1000010034,Cozy Residency,Hotel,Jabalpur,26,Non AC Room,5,2.4,Madhya Pradesh,fac2d798455e56bfc3b32009da26ee76
1060,"National Highway 21, Sauli Khad,Gurudwara Road",Saulikhad Nh21 Kullu Manali Highway,Mandi,68,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Room Service,31.69863687,Saulikhad Nh21 Kullu Manali Highway,76.94865199,HTLGBO1000007289,Hotel Paras,Hotel,Mandi,27,Deluxe Room,16,2.6,Himachal Pradesh,496ac251deeb9ad218d6ab85fb41a008
2039,"# 5-9-211, Chirag Ali Lane Near Medwin Hospital Abids",Abids,Hyderabad,70,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Banquet Facilities|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|Power Backup|Conference Facility |Internet Access Free|Newspapers In Lobby,17.3935102,Abids,78.4718627,HTLGBO1000003111,Hotel SG Comforts,Hotel,Hyderabad,32,Deluxe Room,40,3.2,Andhra Pradesh,f30791d303d8296be55384d21fc8f6a1
1795,"Shop No. 26,Sector- 8,Main Tonk Road,Sanganer,National Highway 12,Pratap Nagar",Tonk Road,Jaipur,55,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas/New Years eve or other festive periods. Which needs to be paid directly at the hotel.As per the govt. guidelines valid govt. issued id proofs are required to be presented at the Time of C/in.,Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant,26.79745434,Tonk Road,75.81370678,HTLGBO1000009408,Hotel RK Niwas And Restaurant,Hotel,Jaipur,10,Family AC Room,9,3.1,Rajasthan,b9ac8bfc9a03fe70802c60127c296c3b
1293,Haridwar By-Pass Road Near Mahindra Show Room Ajabpur Kalan Dehradun-248001,Haridwar Road,Dehradun,79,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1)-c/in ,c/out time-12.00 noon 2)-Early check in and Late checkout subject to availability.","Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Dance Performances (on demand)|Catering|Wake-up Call / Service|Porter / Bellhop|Sauna|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Fax Machine|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Jacuzzi|Wheelchair Accessibility - Room|Massage Services |Poolside Bar|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Oxygen Cylinder (on request)|Water Dispenser Available|Taxi Services|Board Room|City Shuttle Service|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Courtesy Coach|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Pest Control Facility|Public Restrooms|Security at All Hotel Entrances|Smoke Detector",30.2877831,Haridwar Road,78.0466933,HTLGBO1000007461,The Solitaire,Hotel,Dehradun,53,Executive Suite,107,4.2,Uttarakhand,a9a38de7c8ab1258e3d20d9acd52933a
428,"#MIG 53, 2nd Cross, 5th Block, KHB Colony, Behind Ganesha Temple, Koramangala, Bangalore",Koramangala,Bangalore,50,The standard check-in time is 11:00 PM and the standard check-out time is 11:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Room Service,12.93566799,Koramangala,77.61859131,HTLGBO1000052880,Even Suites - Koramangala,Service Apartment,Bangalore,19,Deluxe AC Room,4,2.5,Karnataka,3b17450e4d9087d9eca1c26d37e153f2
1475,"N - 127,Behind N Block Market,  Greater Kailash - 1",Greater Kailash Area,Delhi,71,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Standard cancellation:  Upto 7 days of checkin: no cancellation charges. 7 or less days to checkin: 1 night charges Less than 24 hours to ckeckin: no refund,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Doorman|Welcome Drinks|Power Backup|Gardens|Multi Lingual Staff|Porter / Bellhop|Separate Sitting Area|Smoking Rooms|Picnic Area|Veranda|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Newspapers In Lobby|Party hall|STD / ISD|Baggage Room|Courier Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility,28.5565503,Greater Kailash Area,77.23306878,HTLGBO1000027210,The Rubber Tree,BnB,Delhi,14,Standard Room,7,4.7,Delhi,1d98ecb76af3009d776148cc238eca4c
2057,"Vill. Mahog, Chail,Distt. Solan",Village Mihani,Chail,83,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly check in time 12 noon Check out time 12 noon,Doctor on Call|Dry Cleaning|Games Zone|Lobby|Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|Taxi Services,30.9696916,Village Mihani,77.1894733,HTLGBO1000012382,Village Live In Resort,Resort,Chail,10,Super deluxe cottages,6,4.5,Himachal Pradesh,bf818d2aceb1e8c9770acc1bf533591a
1765,"GV Raja Road, Kovalam 695527",Kovalam Beach,Kovalam,73,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly **** Compulsory Supplement Charges to be paid **** Mandatory Charges on X mas and New Year supplement on 24th December and 31st December. For X mas eve supplement on 24th December per person at Rs.2000 plus Taxes to be paid directly to the hotel at the time of Check in. For New Year eve supplement on 31st December per person at Rs.2000 plus Taxes to be paid directly to the hotel at the time of Check in. For Child :50% of the above rate.,Swimming Pool|Banquet Facilities|Currency Exchange|Doctor on Call|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Luggage Storage|Welcome Drinks|Power Backup|Multi Lingual Staff|Food Facility|Newspapers In Lobby,8.400295788,Kovalam Beach,76.97873647,HTLGBO1000001861,Hotel Samudra - KTDC,Hotel,Kovalam,64,Deluxe Room,64,4.1,Kerala,4c475dcb45632739e21190fda2822e0f
1048,"C8 Mumbai Pune old highway ,opp big bazar,Chinchwad Pune",Pimpri Chinchwad,Pune,53,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.  Unmarried couples are not allowed!!,Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Conference Facility |Smoking Rooms|Car Rental|Newspapers In Lobby|Parking Facility|Restaurant|Room Service,18.6364426,Pimpri Chinchwad,73.79809275,HTLGBO1000003836,Hotel Plaza Palace,Hotel,Pune,15,Deluxe Room,15,3.0,Maharashtra,833a9829033d89bca31a57d10c4efbe7
1412,"adjoining vmart , near clock tower , ambala road",saharanpur,Saharanpur,85,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Government ID cards are mandatory during the time of check in.  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|24 Hour Front Desk|Luggage Storage|Baggage Room|Courier Service|Room Service|Fire Safety|CCTV|Fire Exit Signs,29.967079,saharanpur,77.5510172,HTLGBO1000087468,The Uttam Hotel,Hotel,Saharanpur,19,Semi A/c Room,41,3.5,Uttar Pradesh,c9905328c69f676812492b0a25f33da1
1938,"8478/13  Arakashan Road,  Paharganj",Paharganj,Delhi,79,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried couples are not allowed for check in. Guests with local Delhi NCR ID will not be allowed for check-in.,Business Center |Laundry Service Available|Front Desk|Secretarial Services|Local Tour / Travel Desk|Car Rental|Air / Rail Booking|Internet Access,28.64582875,Paharganj,77.21598063,HTLGBO1000006252,Hotel Shiva Intercontinental,Hotel,Delhi,40,Deluxe Room,34,3.5,Delhi,1ef4402836e647dbbf9051c339ff2c9f
319,"Besides Damanganga River, Opp: Vandhara Garden, Naroli Road,",Naroli Road,Silvassa,68,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,"Swimming Pool|Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Bar / Lounge |Barbecue Area|Basketball Court |Billiards|Business Center |Concierge|Disabled Friendly Facilities |Doctor on Call|Games Zone|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Solarium|Table Tennis|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Computer Rental|Wedding Services Facility|Catering|Multi Lingual Staff|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Sauna|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Access Via Exterior Corridors|Disabled Friendly Rooms|Kitchen available (home cook food on request)|Electronic / Magnetic Keys|Limousine Service Available|Multi - Line Phone|Fire Place Available |Picnic Area|Jacuzzi|Wheelchair Accessibility - Room|Pool Table|Poolside Bar|Clubhouse|Safari|Boating|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Veranda|Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Water Dispenser Available|Taxi Services|Mini Theatre|Pool Cafe|Karaoke |Campfire / Bon Fire|Food Facility| Drivers Rest Room|Electronic Check-Out|Children's Park|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Ayurvedic Facilities |Trekking|Fire Safety|Recreation Zone|Anti-Slip Ramps|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Speciality Restaurant |Suites",20.27220969,Naroli Road,72.98794608,HTLGBO1000003375,Daman Ganga Valley Resort,Resort,Silvassa,53,Executive Room,74,3.6,Dadra and Nagar Haveli,50813bb793490fa3bdd2a06be7000610
225,"Pallivasal P.O, Meencut, Munnar, Idukki District, Kerala",Pallivasal,Munnar,81,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge supplimentary charges on christhmas and new year eve, which the guest has to pay directly at the hotel. There will be season hike for Oct/Nov/Dec Rs.1000 per Room/Per night will be payable directly at the hotel at the  time of check-in",Barbecue Area|Doctor on Call|Dry Cleaning|Gift Shop |Laundry Service Available|Library|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Valet service|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Catering|Multi Lingual Staff|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Picnic Area|Nature Walk|Veranda|Open Air Restaurant / Dining | Bike on Rent|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Express Laundry|Badminttion Court|Mini Theatre|Karaoke |Campfire / Bon Fire|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Baggage Room|Internet / Fax (Reception area only)|Adjoining Rooms|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Restaurant|Trekking,10.0889333,Pallivasal,77.0595248,HTLGBO1000010243,Blue Bells Valley Resort,Resort,Munnar,6,Deluxe Room,85,4.3,Kerala,9e3dd533eb845e1bb6bdc9fccffcc335
1900,"Bojoghari, 3rd mile, near tashi view point. (Mg Road 3 Kms far from Hotel RICASA)",Others,Gangtok,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly No pets allowed,"Bar / Lounge |Doctor on Call|Multi Cuisine Restaurant |Local Tour / Travel Desk|Pick Up and Drop (Rly Station, Bus Stand, Temple)",27.3302684,Others,88.6110755,HTLGBO1000008989,Hotel Ricasa,Hotel,Gangtok,20,Deluxe Room,3,4.4,Sikkim,9f354ea61237c83b9cae9031260056f8
1022,"Opp. Railway Station, Bellard Road, Kannur, Kerala 670001",Baby Beach,Kannur,85,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1.  not allowed local person 2.  not allowed room for drinking and gambling purpose.,Business Center |Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service,11.86939057,Baby Beach,75.36489354,HTLGBO1000053790,Hotel Rainbow Suites,Hotel,Kannur,102,Executive Room,34,4.1,Kerala,e7cbcef7d498eca4949d8d7d64ac1b94
329,"Village Dhikauli, Ranikhet Road","Zero Garjia, Dhikuli",Corbett,62,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Gala Dinner included in APAI meal plan on 24th of Dec. / 31st of Dec.2016,Swimming Pool|Airport Transfer Available / Surcharge|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Welcome Drinks|Power Backup|Gardens|Room Service (24 Hours)|Parking Facility,29.45983892,"Zero Garjia, Dhikuli",79.1456091,HTLGBO1000006450,"CORBETT AROMA PARK,CORBETT",Resort,Corbett,17,Deluxe Cottage,78,3.7,Uttarakhand,6d0fbaee9fb44d090b781460750d85a8
1336,"Block: DD, Plot No: 8, Sector  1, Salt Lake, Kolkata  700064, INDIA",Salt Lake,Kolkata,58,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,"Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Disabled Friendly Rooms|Fax Machine|Electronic / Magnetic Keys|Jacuzzi|Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Shopping Drop Facility (on fixed timings)|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Taxi Services|Board Room|City Shuttle Service|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access |Room Service|Public Restrooms",22.5900724,Salt Lake,88.4110004,HTLGBO1000000766,The Sonnet,Hotel,Kolkata,64,Club Room,12,4.2,West Bengal,0bedd5f95d04d73498661c2560eaedbf
1809,"Opp. Reservation Complex, Secunderabad",Secunderabad,Hyderabad,41,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid photo identification at the time of check-in.  Unmarried couple will not be allowed to check in.,Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Welcome Drinks|Parking Facility,17.4424225,Secunderabad,78.4866683,HTLGBO1000010750,Hotel Sai Priya,Hotel,Hyderabad,55,Standard Non Ac Room,62,2.4,Andhra Pradesh,75fa55412b64440a4b0c162e8becb67d
2163,"Besides LIC Office, Sumul Dairy Road, Near Railway Station, Surat",RAILWAY STATION Area,Surat,86,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 36 hours before full refund, later no refund. No show would be charged full stay.",Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Doorman|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Fitness Equipment|Newspapers In Lobby|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Room Service,21.2133079,RAILWAY STATION Area,72.840112,HTLGBO1000011286,Vetro Inn,Hotel,Surat,53,Deluxe Room EP,375,4.3,Gujarat,7a37b346310d17c73512e12f8a5379cc
476,"40/4969 - A, Basin Road",Ernakulam,Cochin,73,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly There will be season hike for Oct/Nov/Dec Rs.1000 per room per night, will be payable directly at the hotel at the time of Check In. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. The primary guest must be at least 18 years of age to be able to check-in the hotel. It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in.",Parking Facilities Available|24 Hour Front Desk|Newspapers In Lobby,9.984424785,Ernakulam,76.27617681,HTLGBO1000006050,ECO Lodge,Hotel,Cochin,8,Double Room single occupancy,30,4.5,Kerala,c67a77231e8e6661fda64b43c8bc0029
512,"Rd.No. 2, Banjara Hills, Near annapurna Studio                                                     s",Banjara Hills Area,Hyderabad,88,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Business Center |Doctor on Call,17.4254869,Banjara Hills Area,78.4232304,HTLGBO1000003197,Ebony Boutique Hotel,Hotel,Hyderabad,9,Deluxe Room,60,4.2,Andhra Pradesh,70b290d21fe1a0556a301fc8b4db7e7b
2268,"Kodakara, NH 47, Thrissur",Chalakudy,Thrissur,25,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Banquet Facilities|Currency Exchange|Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Parking Facilities Available|Local Tour / Travel Desk|Gardens|Coffee Shop / Cafe|Conference Facility |Fax Machine|Car Rental|Board Room|Internet Access Free|Restaurant,9.743347768,Chalakudy,76.51407597,HTLGBO1000037170,Varsha International,Hotel,Thrissur,12,Deluxe A/C,4,2.7,Kerala,0f1e5bc80c1a6cb2283d2ce54cda173c
